volume_id,volume_title,volume_year,name,address,state,city,sub_region,category,notes,phone,proprietor,amenities_services,rates,personnel,reference_number,is_advertisement,is_recommended,canvas_fragment,image,flag_state_invalid,flag_state_eq_city,flag_name_address,flag_header_row,flag_duplicate,flag_unanchored,drift_geonames,drift_window,drift_cross_volume,drift_alignment,drift_score,Fixed or checked
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,R. & S. AUTO ELECTRICIANS,646 LENOX AVE.,NEW YORK,New York City,,NEW YORK CITY,"AUTOMOBILE ACCESSORIES & SUPPLIES, Starters, Generators, Magnetos, Electrical Equipment Repaired, Radio and Auto Batteries Charged, Rented, Repaired",AUdubon 3-3575,,,,"W. Ramsay, H. Shields",,,,"https://iiif.nypl.org/iiif/3/5207706/full/!760,760/0/default.jpg#xywh=2011,2246,1374,88",0004_5207706.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,VIADUCT AUTOMOTIVE SERVICE,101 Macombs Place,NEW YORK,New York City,,NEW YORK CITY,"Automobile Electricians, Certified Ignition and Motor Repairs",AU. 3-4060,,,,Frank Mirrop,,,,"https://iiif.nypl.org/iiif/3/5207706/full/!760,760/0/default.jpg#xywh=300,3893,1445,87",0004_5207706.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,RICHARD'S General Auto Repairing,112 W. 145th St.,NEW YORK,New York City,,NEW YORK CITY,"Motors-Clutches-Brakes, Specializing in Hydraulic Brakes",AUdubon 3-9229,,,,,,,,"https://iiif.nypl.org/iiif/3/5207706/full/!760,760/0/default.jpg#xywh=2032,3535,1346,99",0004_5207706.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,MARTINEZ TIRE SHOP,612 Lenox Avenue,NEW YORK,New York City,,NEW YORK CITY,"BATTERIES, Recharged and Rented, Auto Accessories, Work Called for and Delivered",AUdubon 3-8617,,,,,,,,"https://iiif.nypl.org/iiif/3/5207706/full/!760,760/0/default.jpg#xywh=498,4952,1040,61",0004_5207706.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,PEP 'EM UP Auto Electric Service,155 W. 145th St.,NEW YORK,New York City,,NEW YORK CITY,Armatures and Ignition,,,,,GORDON SEALE,,,,"https://iiif.nypl.org/iiif/3/5207706/full/!760,760/0/default.jpg#xywh=2281,4782,848,63",0004_5207706.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,HOLLIS' BICYCLE STORE,127 W. 135th St.,NEW YORK,New York City,,NEW YORK CITY,New American and English Bicycles. For Hire - For Sale - Repairs. Lightweight Bikes A Specialty. Bike Tours Arranged and Conducted. Join Our Club-Get Special Club Rates.,AUdubon 3-8989,,,,"Harri Hollis, Colored Pro. Bike Champ",,,,"https://iiif.nypl.org/iiif/3/5207707/full/!760,760/0/default.jpg#xywh=495,815,1174,88",0005_5207707.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,ALEXANDER MOTORS,153rd St. and McCombs Place,NEW YORK,New York City,,NEW YORK CITY,"Quality Used Cars. As Low as $25.00. $5.00 Down, 20 Months to Pay. Trades Accepted - No Red Tape.",EDgecombe 4-7590,,,,,,,,"https://iiif.nypl.org/iiif/3/5207707/full/!760,760/0/default.jpg#xywh=2069,783,1466,92",0005_5207707.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,RADIO SERVICE LABORATORY,2540 - 7th Avenue,NEW YORK,New York City,,NEW YORK CITY,RADIO REPAIRING,EDgecombe 4-0790,,,,Carlos Dick,,,,"https://iiif.nypl.org/iiif/3/5207707/full/!760,760/0/default.jpg#xywh=357,3892,1449,76",0005_5207707.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,AL'S GARAGE,38-44 W. 144th St.,NEW YORK,New York City,,NEW YORK CITY,(Harlem's Finest) Cars Stored With or Without Service. Rates Reasonable. Cars Called For and Delivered. A Dependable Place to Store Your Car.,EDgecombe 4-3220,,,,,,,,"https://iiif.nypl.org/iiif/3/5207707/full/!760,760/0/default.jpg#xywh=605,4665,826,60",0005_5207707.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,CLANROD JONES,25 E. 136th St.,NEW YORK,New York City,,NEW YORK CITY,Established 1913. Automobile Technician. Starters - Storage - Generators. Driving Lessons. USED CARS FOR SALE,Tillinghast 5-9761,,,,,,,,"https://iiif.nypl.org/iiif/3/5207707/full/!760,760/0/default.jpg#xywh=2209,4038,1162,114",0005_5207707.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE EMPIRE STATE BUILDING,5th Avenue between 33rd and 34th Streets,NEW YORK,New York City,,NEW YORK CITY,"Tallest office building in the world; 102 stories above ground, 2 stories under ground. Houses more than 25,000 tenants.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=542,821,2752,52",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,ELLIS ISLAND,Upper bay of New York harbor,NEW YORK,New York City,,NEW YORK CITY,First landing place of the immigrant. May be visited by securing a pass from the Commissioner of Immigration.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=548,1183,2748,47",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,CONEY ISLAND,,NEW YORK,New York City,,NEW YORK CITY,Seaside recreation resort ten miles from New York City; features bathing and open air amusements.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=538,1398,2762,62",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,CATHEDRAL OF ST. JOHN THE DIVINE,"Amsterdam Avenue, 110th to 113th Streets",NEW YORK,New York City,,NEW YORK CITY,America's greatest church edifice; largest Gothic Cathedral in the world when completed. Corner stone laid in 1892.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=542,1558,2754,48",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE GEORGE WASHINGTON BRIDGE,179th Street,NEW JERSEY,"New York, N. Y. / Fort Lee",,NEW YORK CITY,"Longest suspension bridge in the East; connects New York City and Fort Lee, N. J. Features the 'Will Rogers Memorial Beacon'.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=542,1913,2761,48",0006_5207708.jpg,,,,,,,ok,suspicious,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE THEATRICAL DISTRICT OF NEW YORK,39th to 52nd Streets and 8th to 6th Ave,NEW YORK,New York City,,NEW YORK CITY,Heart of the city for showhouses. Colored show houses in Harlem: The Lafayette (7th and 132nd St) and the Apollo (125th near 8th Ave).,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=542,2337,2767,56",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE GENERAL POST OFFICE,31st Street to 33rd and 8th to 9th Avenue,NEW YORK,New York City,,NEW YORK CITY,"Largest post office in the world; houses 18,000 employees.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=552,2728,2755,47",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE HOLLAND TUNNEL,Canal Street to 12th Street,NEW JERSEY,Jersey City,,NEW YORK CITY,"Busiest vehicular tunnel in the world; 2 tubes, toll is 50c per car.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=552,2953,2753,45",0006_5207708.jpg,,,,,,,ok,suspicious,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE TRI-BOROUGH BRIDGE,,NEW YORK,New York City,,NEW YORK CITY,"Connects Manhattan, Bronx, and Queens. 17½ miles long; most direct route to the New York World's Fair. Toll is 25c.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=552,3246,2757,47",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE NEW YORK WORLD'S FAIR,"Flushing Meadow Park, Flushing, L. I.",NEW YORK,New York City,,NEW YORK CITY,"1939 exhibition occupying 1,130 acres.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=428,3445,2041,46",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,THE HAYDEN PLANETARIUM,81st Street and Central Park West,NEW YORK,New York City,,NEW YORK CITY,Located in the American Museum of Natural History; features 'The Drama of the Skies' and 'Hall of the Sun'.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=555,3829,2754,49",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,ROCKEFELLER CENTER,5th and 6th Avenue at 48th and 51st Streets,NEW YORK,New York City,,NEW YORK CITY,"Largest building project by private capital; includes R.C.A. Building, Radio City Music Hall, and others.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=564,4319,2751,55",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,CHINATOWN,Bowery and Chatham Square,NEW YORK,New York City,,NEW YORK CITY,New York's Oriental section; includes the 'Bloody Corner' at Pell and Mott Streets.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207708/full/!760,760/0/default.jpg#xywh=566,4876,2749,61",0006_5207708.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,GOLDMAN'S WINES and LIQUORS,483 W. 155th St.,NEW YORK,New York City,,NEW YORK CITY,New York State Retail Wine and Liquor Store,AUdubon 3-8340,,,,,,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=576,1219,1122,83",0007_5207709.jpg,,,,,,,ok,ok,suspicious,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,GAILLIARD PRESS Inc.,262 WEST 135th STREET,NEW YORK,New York City,,NEW YORK CITY,PRINTERS and PUBLISHERS,AUdubon 3-5150,,,,,,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=2186,762,1301,87",0007_5207709.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,LA RITZ BEAUTY SALON,2205 7th Avenue,NEW YORK,New York City,,NEW YORK CITY,Near 130th Street; Call for Appointment,Tillinghast 5-9791,,,,Bernice Bruton - Billy Bouknight,,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=537,2332,1184,75",0007_5207709.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,La FONTAINE SERVICE,470 Convent Avenue and 764 St. Nicholas Avenue,NEW YORK,New York City,,NEW YORK CITY,"Valet - Tailoring, Dyeing - Cleaning","EDgecombe 4-1365, EDgecombe 4-7868",,,,"Katherine Fontaine, Elliott Montaine",,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=2107,2605,1456,89",0007_5207709.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,NEW MANHATTAN RESTAURANT,503 Lenox Ave.,NEW YORK,New York City,,NEW YORK CITY,FINE WINES & LIQUORS,AUdubon 3-9255,,,,"Firpo, Manager",,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=404,3125,1458,82",0007_5207709.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,JULIA'S,35 St. Nicholas Place,NEW YORK,New York City,,NEW YORK CITY,"Excellent food, well served at most reasonable prices. Daily Dinner 35c & 40c Sunday 50c",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=2558,4028,561,59",0007_5207709.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,LITTLE ALPHA,200 W. 136th St. and 84 W. 120th St.,NEW YORK,New York City,,NEW YORK CITY,"Harlem's Best French Cleaners; Repairing, Remodeling Tailoring By Experts; Curtains, Draperies and Rugs, A Specialty",AU. 3-0671,,,,"Ruey Eubanks, Manager",,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=616,4041,1020,90",0007_5207709.jpg,,,,,,,ok,ok,suspicious,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,LUCY'S GRILLE,231 New Main St.,NEW YORK,Yonkers,,YONKERS,"DINE AND DANCE; Southern Cooking - Good Music - Special Parties Thursday, Friday and Saturday.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207709/full/!760,760/0/default.jpg#xywh=2324,4822,1021,89",0007_5207709.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,DONHAVEN,160 MARBLE AVENUE,NEW YORK,Pleasantville,,WESTCHESTER,DINING -:- DANCING -:- RENDEZVOUS. Featuring Full Course Chicken Dinners. CHOICE WINES and LIQUORS. WE SPECIALIZE IN Club Outings - Dinner Dances - Birthday Parties and all Social Affairs. MUSIC THAT PLEASES BY GOLDIE LUCAS AND HIS:- Donhaven Country Club Band. ENJOY REAL COUNTRY ATMOSPHERE. A PLACE THAT'S TRULY DIFFERENT.,PLeasantville 1725,,,,"MAURICE DONEGAN, Manager",,,,"https://iiif.nypl.org/iiif/3/5207710/full/!760,760/0/default.jpg#xywh=665,379,3049,479",0008_5207710.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Kingsland Point Park,Albany Post Road (Route 9E),NEW YORK,North Tarrytown,,WESTCHESTER,25 miles from New York City. Located on the Hudson River. Picnic grounds and bathing beach.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=561,1876,802,58",0009_5207711.jpg,,,,,,,ok,ok,ok,ok,0,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Croton Point Beach,Albany Post Road (Route 9E),NEW YORK,Ossining,,WESTCHESTER,"33 miles from New York City, two miles north of Ossining. Shady picnic grounds, shady bathing beach, amusement park features, and children's camp.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=1397,1764,911,47",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Glen Island,Pelham Shore Road,NEW YORK,New Rochelle,,WESTCHESTER,"Attractive bathing facilities, shady walks and picnic groves. A beach fee of 10c is charged to every one not using the Bath House.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=566,2443,408,60",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Tibberts Brook Park,Just north of Van Cortlandt Park,NEW YORK,New York City,,WESTCHESTER,Has the largest outdoor concrete swimming pool in the Eastern States. The lake is used for boating and picnic facilities are provided.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=563,2732,734,67",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,V. Everitt Macy Park,Saw Mill River Road Parkway,NEW YORK,Ardsley,,WESTCHESTER,"A beautiful wooded park with picnic facilities, baseball fields and a boat house.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=557,2984,716,62",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Crugers Park,Albany Post Road (Route 9E),NEW YORK,Peekskill,,WESTCHESTER,37 miles north of New York City. Lovely place for family gatherings and camping. Four miles south of Peekskill.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=567,3171,455,65",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Mohansic Park,Bronx Parkway extension,NEW YORK,New York City,,WESTCHESTER,"About 40 miles from New York City. A full 18 hole golf course, tennis courts, baseball fields and picnic areas.",,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=571,3696,512,65",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Maple Moor,Hutchenson River Parkway,NEW YORK,White Plains,,WESTCHESTER,,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=567,3949,405,67",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Saxon Woods,Hutchenson River Parkway at Old Mamaroneck Road,NEW YORK,Scarsdale,,WESTCHESTER,,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=558,4058,468,65",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Sprain Lake,Sprain Road,NEW YORK,Yonkers,,WESTCHESTER,,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg#xywh=555,4170,480,67",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Green & Smith,2370 - 7th Ave.,NEW YORK,New York City,,WESTCHESTER,Office for further information concerning New York State Parks.,,,,,,,,,"https://iiif.nypl.org/iiif/3/5207711/full/!760,760/0/default.jpg",0009_5207711.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Lloyd's of White Plains,88 Martine Avenue,NEW YORK,White Plains,,WESTCHESTER,"Dine and dance, entertainers, bar & grill, orchestra, fine wines and best food at moderate prices.",White Plains 10386,,,,"W. Bernard, Prop.",,,,"https://iiif.nypl.org/iiif/3/5207712/full/!760,760/0/default.jpg#xywh=459,734,978,62",0010_5207712.jpg,,,,,,,impossible,ok,ok,ok,1,
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,Harlem on the Hudson,Hudson Terrace Road,NEW JERSEY,Englewood Cliffs,,NEW JERSEY,"A distinctive rendezvous where you can wine, dine and dance. Featuring a talented cast of Sepian beauties, 2 shows nightly at 12:30 & 2:30 A.M. Specializing in Southern and Creole cooking.",ENglewod 3-7145,,,,"Leroy McDonald, Manager",,,,"https://iiif.nypl.org/iiif/3/5207712/full/!760,760/0/default.jpg#xywh=506,3320,2779,144",0010_5207712.jpg,,,,,,,impossible,suspicious,ok,ok,2,TRUE
fc1bcc10-1a76-0132-8925-58d385a7bbd0,The Negro Motorist Green Book: 1937,1937,ORCHID BEAUTY SHOPPE AND Orchid School of Beauty Culture,57 Winyah Ave.,NEW YORK,New Rochelle,,WESTCHESTER,Specializing in All Branches of Beauty Culture,New Rochelle 10167,,,,"Lillian Walker, Prop.",,,,"https://iiif.nypl.org/iiif/3/5207713/full/!760,760/0/default.jpg#xywh=340,1012,1304,97",0011_5207713.jpg,,,,,,,impossible,ok,ok,ok,1,
